INDEX,TYPE,GROUP,DAY,TIME,COURSE_ID,course_name
13843,LAB,DD4,FRI,1430-1530,CZ1013,PHYSICS FOR COMPUTING
13843,LAB,DD4,FRI,1530-1630,CZ1013,PHYSICS FOR COMPUTING
10259,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10259,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10259,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10259,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10259,TUT,SSA1,FRI,1530-1630,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10259,LAB,SSA1,WED,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10259,LAB,SSA1,WED,1530-1630,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10260,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10260,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10260,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10260,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10260,TUT,SSR1,TUE,1330-1430,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10260,LAB,SSR1,THU,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10260,LAB,SSR1,THU,1530-1630,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,TUT,SSR2,FRI,1630-1730,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,LAB,SSR2,THU,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,LAB,SSR2,THU,1530-1630,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10261,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10262,LEC/STUDIO,CS3,MON,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10262,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10262,LEC/STUDIO,CS3,FRI,1430-1530,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10262,TUT,BCG3,TUE,0930-1030,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10262,LAB,BCG3,FRI,1030-1130,CZ3001,ADVANCED COMPUTER ARCHITECTURE
10262,LAB,BCG3,FRI,1130-1230,CZ3001,ADVANCED COMPUTER ARCHITECTURE
